0	858.000000	856.000000	809.000000	801.000000	796.000000	808.000000	868.000000	790.000000	2716.000000	
1	858.000000	856.000000	809.000000	801.000000	796.000000	808.000000	868.000000	790.000000	2716.000000	
2	858.000000	856.026245	809.013123	801.065552	796.039307	808.013123	867.986877	790.117981	2715.973877	
3	858.000000	858.153564	810.096008	805.961609	799.019226	809.019226	867.076782	798.942383	2714.038330	
4	857.926697	865.902283	814.926697	804.048828	800.024414	810.048828	871.000000	795.975586	2715.951172	
5	855.086365	862.000000	812.057556	805.971191	800.971191	811.884827	870.942444	795.000000	2713.942383	
6	858.097412	862.162292	813.837708	805.032471	799.902588	808.129822	869.064941	795.064941	2712.032471	
7	861.072998	866.707947	809.255554	806.072998	797.036499	812.000000	870.890503	797.036499	2713.000000	
8	863.000000	859.160889	816.080444	808.160889	798.361938	812.241272	868.160889	798.281494	2713.000000	
9	863.087219	863.000000	817.869141	811.694641	806.694641	817.563782	871.781860	804.738281	2713.000000	
10	864.859619	863.000000	815.000000	805.187195	800.000000	808.374390	867.234009	799.093567	2713.140381	
11	861.646301	862.646301	814.747375	808.797913	799.545227	815.595764	871.595764	800.595764	2715.898926	
12	854.891418	856.325806	810.054321	804.619934	791.271484	808.217163	863.945679	793.162903	2714.054199	
13	853.348389	861.361267	810.767761	798.232239	795.941956	811.593567	862.883850	795.651611	2715.116211	
14	858.693542	851.367737	807.367737	802.245178	795.061279	805.429016	861.551575	790.122559	2717.061279	
15	853.679138	856.679138	812.614990	805.743286	795.614990	811.358276	869.679138	791.614990	2717.935791	
16	849.398682	852.265808	807.199341	802.199341	790.465149	802.265808	865.066467	786.398682	2716.933594	
17	855.068542	856.000000	809.931458	804.931458	797.000000	806.137085	866.068542	792.068542	2716.068604	
18	856.282166	856.141052	809.070557	804.000000	797.423218	808.564331	867.352722	793.564331	2717.000000	
19	859.708313	858.072937	810.218750	804.072937	802.343689	815.708313	871.781250	800.635376	2716.781250	
20	856.074890	859.224670	813.224670	805.000000	794.224670	811.775330	869.374451	796.149780	2714.224609	
21	857.152161	861.847839	815.771729	804.695618	796.771729	809.304382	873.619507	798.000000	2716.771729	
22	858.615723	860.000000	813.000000	801.384277	794.076843	812.769409	868.846252	798.000000	2714.307373	
23	854.077393	859.612976	812.767761	805.767761	794.690369	809.690369	867.000000	797.845215	2717.922607	
24	855.386902	855.386902	810.309509	803.309509	791.309509	806.232117	867.232117	796.386902	2716.767822	
25	859.614624	859.691711	813.922913	806.306274	795.077087	808.768738	869.845825	800.229187	2714.077148	
26	855.229370	856.076477	812.770630	798.611694	796.000000	806.305847	868.152954	791.152954	2715.152832	
27	857.694153	856.923523	810.000000	805.464844	795.770630	810.535156	869.617737	792.923523	2717.229248	
28	853.923523	856.305786	809.770630	799.229370	793.229370	816.464844	865.076477	792.152893	2720.000000	
29	853.306274	860.076538	807.689087	801.846863	796.382812	809.770325	865.846863	794.000000	2719.846924	
30	857.076538	860.464111	815.846863	800.229675	801.229675	806.923462	864.459351	794.076538	2718.000000	
31	857.768799	854.462402	813.383484	802.768799	803.460571	806.308228	869.691772	794.922913	2717.845947	
32	855.232788	860.077576	806.077576	800.310425	797.155212	809.844788	866.155212	793.844788	2716.310303	
33	857.920959	860.920959	807.237061	803.841980	799.079041	808.079041	867.841980	792.474060	2719.762939	
34	857.161255	860.161255	810.000000	802.483704	799.919373	809.403076	866.483704	798.000000	2717.080566	
35	858.834656	862.000000	810.248047	807.503967	798.586609	813.586609	871.586609	797.421265	2717.917236	
36	857.084717	861.915283	813.084717	802.000000	794.423645	809.593079	867.508362	791.677795	2716.830566	
37	857.913086	860.739197	814.173889	802.260803	799.173889	815.217529	872.565308	798.739197	2715.086914	
38	857.000000	858.446411	816.178589	805.178589	801.178589	807.714233	868.446411	796.357117	2715.910645	
39	856.631348	862.539185	816.986206	806.447021	802.078369	814.170532	872.447021	799.262695	2715.000000	
40	853.379822	858.284851	807.569763	801.379822	793.569763	806.664734	867.000000	792.949585	2715.189941	
41	857.194946	860.805054	813.194946	804.610046	798.902527	812.610046	866.902527	801.220154	2716.804932	
42	858.501770	859.398560	815.000000	801.896790	797.800720	809.298950	866.000000	793.701050	2715.099609	
43	854.818298	863.000000	815.102295	808.977112	796.204590	811.897705	866.306885	791.511475	2716.102295	
44	861.790405	862.790405	816.314392	800.523987	798.314392	811.104797	869.104797	796.733521	2716.790527	
45	859.678528	861.428650	818.249878	805.000000	801.214294	812.107178	870.000000	802.571350	2715.107178	
46	856.890625	864.781311	812.437378	804.890625	802.562622	813.437378	870.218689	799.000000	2716.109375	
47	856.223511	863.111755	816.111755	803.888245	799.223511	816.441162	871.441162	799.111755	2717.000000	
48	858.113586	863.545593	816.659180	803.000000	801.000000	812.000000	867.340820	800.113586	2717.000000	
49	859.115051	860.345215	813.539734	802.884949	800.769897	811.424683	869.424683	800.079529	2717.000000	
50	859.650757	863.116394	810.698486	802.465637	799.349243	807.232849	865.814880	794.164124	2717.116455	
51	857.000000	863.525757	815.051453	805.881409	801.644287	809.474243	871.407166	801.695801	2718.118652	
52	857.483826	859.758057	808.725769	804.637146	799.000000	812.758057	867.725769	792.362854	2718.879150	
53	860.133972	858.247437	813.876282	801.752563	798.628845	810.876282	872.257690	795.247437	2717.752441	
54	854.126770	859.873230	812.619751	800.760437	796.506958	810.126770	867.253479	797.380249	2716.126709	
55	854.478271	858.347839	809.478271	805.217407	799.739136	811.260864	868.869568	798.956482	2717.260986	
56	851.803284	854.803284	806.669373	800.803284	798.401611	812.330627	868.803284	792.669373	2719.000000	
57	856.862793	859.451172	810.725586	805.313965	800.588379	807.176758	873.313965	796.313965	2718.588379	
58	856.000000	856.421997	809.281311	801.140686	798.421997	802.984680	869.281311	792.984680	2715.859375	
59	856.144287	858.855713	811.432800	802.000000	799.701538	808.567200	871.000000	798.422913	2715.000000	
60	857.147278	858.441895	813.558105	802.147278	792.589172	806.294556	870.558105	794.705444	2715.147217	
61	857.849792	861.150208	810.849792	803.150208	796.300476	807.849792	867.849792	792.699524	2715.849854	
62	856.846863	861.234436	810.306213	803.846863	798.612427	807.612427	867.306213	791.918701	2715.153076	
63	856.000000	857.468872	812.156311	803.156311	801.687439	810.843689	869.156311	797.156311	2716.156250	
64	856.477112	860.159058	812.681885	804.318115	800.318115	810.000000	869.522888	798.159058	2716.841064	
65	858.193787	860.355042	810.838745	805.677490	801.516235	810.161255	867.161255	799.161255	2715.838867	
66	854.488464	857.814087	810.651245	803.837158	799.325623	811.651245	868.488464	800.162842	2714.674316	
67	856.835999	862.328003	813.343994	803.000000	799.687927	814.179993	869.687927	799.851929	2713.656006	
68	857.488586	864.330811	810.330811	803.496216	794.653992	810.827026	864.819397	795.157776	2716.834717	
69	864.665955	865.498901	812.334045	805.498901	802.164856	813.830811	873.164856	799.997803	2716.166992	
70	862.158813	863.336487	814.000000	803.672974	798.000000	809.177673	869.672974	795.336487	2717.000000	
71	857.662354	864.662354	813.493530	806.155884	796.987061	813.818237	871.649414	796.324707	2717.000000	
72	856.673950	863.168518	810.663025	802.673950	792.842468	809.347961	865.336975	794.684937	2717.168457	
73	858.991333	863.495667	809.504333	805.495667	797.000000	815.327515	867.336243	801.991333	2717.831787	
74	854.837036	861.837036	812.669617	803.669617	797.167419	812.167419	869.837036	798.004456	2716.665283	
75	858.667480	865.667480	815.501160	806.168640	797.667480	813.000000	872.669800	802.168640	2714.833740	
76	857.494629	863.340454	813.000000	801.670227	796.164856	813.329773	866.329773	797.835144	2714.164795	
77	859.349121	859.674561	812.511841	800.976257	796.837280	814.186462	868.162720	797.162720	2715.162598	
78	856.000000	858.639587	810.159912	805.840088	797.279175	810.479675	869.639587	798.000000	2716.000000	
79	856.626099	862.469604	811.469604	804.373901	803.530396	812.373901	872.373901	797.530396	2715.843506	
80	860.305115	864.389709	813.694885	801.457703	801.000000	809.457703	869.457703	796.373108	2715.152588	
81	861.109192	859.812256	811.554626	803.406128	800.406128	811.851562	871.703064	802.515320	2715.703125	
82	856.144104	854.008911	808.711731	799.711731	797.288269	811.144104	869.279358	794.144104	2714.432373	
83	856.720703	859.720703	806.580994	798.000000	798.301697	811.441345	865.279297	794.860352	2717.139648	
84	855.674744	858.000000	805.214600	798.674744	794.539795	809.079651	867.674744	794.269897	2718.000000	
85	859.480164	857.610107	812.220276	802.090332	797.480164	815.220276	871.350220	795.090332	2718.000000	
86	855.499634	855.250183	807.500366	796.625488	794.625488	811.000793	867.875671	789.500366	2717.749756	
87	852.121155	856.636536	811.000000	801.121155	798.636536	817.030701	872.667175	792.878845	2716.000000	
88	853.352966	854.117676	810.882324	801.647034	796.000000	809.764709	863.470642	792.117676	2716.353027	
89	856.228455	855.913940	810.228455	799.114258	796.456970	807.771545	867.342712	792.200317	2718.657227	
90	858.220642	862.779358	812.110352	800.330994	800.330994	806.661987	869.889648	786.661987	2716.000000	
91	860.000000	860.682312	813.105896	802.788208	802.682312	812.000000	868.788208	791.894104	2716.211670	
92	859.696899	857.696899	814.000000	801.606201	799.898987	812.404114	866.797913	791.202087	2717.797852	
93	856.806519	855.000000	813.806519	806.903259	798.709839	815.032715	865.096741	793.000000	2716.000000	
94	855.185608	855.649536	812.185608	806.278381	796.371155	806.649536	866.092773	793.556763	2716.185547	
95	857.177490	862.266174	814.266174	808.733826	799.911255	812.822510	867.354919	798.822510	2717.911377	
96	859.252563	864.326416	816.915833	806.168396	799.252563	811.505188	870.915833	797.420959	2716.663330	
97	861.840210	856.760315	815.440674	807.121094	801.200989	816.520569	869.680420	801.041199	2713.319580	
98	860.227600	854.758728	809.758728	797.531128	792.834595	811.379395	866.606995	790.531128	2716.848145	
99	863.071716	863.569702	818.497986	804.071716	802.569702	815.426270	873.856567	796.713135	2715.071777	
100	863.528442	858.000000	812.134705	804.797913	797.404175	808.000000	872.134705	793.269470	2715.865234	
101	856.936829	858.063171	813.873596	801.873596	802.368042	807.936829	873.431274	796.936829	2714.000000	
102	856.295410	858.822754	812.000000	800.413513	793.295410	807.413513	865.295410	796.059082	2714.177246	
103	860.944519	856.055481	811.777954	806.777954	797.944519	813.666992	870.000000	796.833496	2717.000000	
104	860.052307	857.156921	808.209229	803.104614	797.156921	808.104614	870.104614	794.104614	2717.052246	
105	860.701904	859.850952	811.751587	804.801270	799.751587	809.801270	871.453430	796.099365	2718.049805	
106	855.189697	857.189697	807.047424	801.331909	795.237061	806.284485	861.426758	797.952576	2718.810303	
107	858.863037	861.000000	808.045654	807.497803	799.817383	811.726074	869.771729	796.771729	2715.045654	
108	856.044861	861.000000	809.134644	797.179504	796.359070	806.224426	865.134644	792.044861	2715.955078	
109	857.134033	861.089355	812.134033	801.134033	803.776550	811.044678	868.268127	793.044678	2714.910645	
